Total processing time: 51.30168104171753s
Total memory used: 1344708608 bytes
files deleted
         25673469 function calls (24553892 primitive calls) in 25.930 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/ImageOps.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/_weakrefset.py:120(update)
        8    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/random.py:454(choices)
       24    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/selectors.py:215(_fileobj_lookup)
       18    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/contextlib.py:530(callback)
      153    0.000    0.000    0.000    0.000 <frozen posixpath>:41(_get_sep)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        4    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/typing.py:166(_type_convert)
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/JpegImagePlugin.py:62(APP)
      283    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
      222    0.000    0.000    0.000    0.000 {built-in method builtins.hasattr}
       59    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/threading.py:299(__enter__)
       12    0.000    0.000    0.000    0.000 <frozen posixpath>:179(dirname)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/multiprocessing/util.py:1(<module>)
      4/3    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/threading.py:973(start)
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/contextlib.py:567(__exit__)
        8    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/tqdm/std.py:1446(format_dict)
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/Image.py:413(_getencoder)
        3    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/enum.py:513(__prepare__)
        3    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/random.py:126(__init__)
       12    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/selectors.py:247(unregister)
        4    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/typing.py:885(__init__)
       24    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/selectors.py:21(_fileobj_to_fd)
       24    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
     22/8    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/re/_parser.py:178(getwidth)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/PpmImagePlugin.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/threading.py:468(acquire)
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/pytesseract/pytesseract.py:169(prepare)
       23    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:666(_classify_pyc)
      392    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
       18    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/_util.py:9(is_path)
     14/8    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/re/_compiler.py:436(_get_literal_prefix)
      125    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/re/_parser.py:261(get)
      229    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
       12    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedRandom' objects}
        3    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/random.py:135(seed)
       18    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/contextlib.py:104(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/shlex.py:21(__init__)
        2    0.000    0.000    0.000    0.000 <frozen abc>:105(__new__)
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/psutil/_pslinux.py:1734(__init__)
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/tempfile.py:516(__exit__)
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/Image.py:390(_getdecoder)
       15    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/tqdm/std.py:400(format_interval)
       69    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/tqdm/std.py:663(__new__)
       80    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:645(parent)
       23    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:699(_validate_timestamp_pyc)
       16    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/tqdm/utils.py:273(_is_ascii)
      204    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
       13    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/tqdm/std.py:102(acquire)
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/selectors.py:347(__init__)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/typing.py:1822(__new__)
       37    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/tqdm/std.py:231(__call__)
       32    0.000    0.000    0.000    0.000 <frozen posixpath>:60(isabs)
       36    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:74(__new__)
      213    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
       78    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       13    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/concurrent/futures/_base.py:177(_yield_finished_futures)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/tqdm/std.py:686(_decr_instances)
      132    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {function Random.seed at 0x1555532d1b20}
        6    0.000    0.000    0.000    0.000 <frozen posixpath>:100(split)
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/JpegImagePlugin.py:205(SOF)
       16    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/enum.py:726(__call__)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/tqdm/_monitor.py:30(__init__)
      102    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/_binary.py:90(i16be)
       14    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        6    0.000    0.000    0.000    0.000 <frozen posixpath>:117(splitext)
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/BmpImagePlugin.py:55(_dib_accept)
        3    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/threading.py:882(__init__)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/ImageColor.py:1(<module>)
       58    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/threading.py:302(__exit__)
       48    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/enum.py:1544(_get_value)
       18    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/glob.py:223(has_magic)
       34    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1469(_path_importer_cache)
       10    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/_weakrefset.py:27(__exit__)
       18    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/JpegImagePlugin.py:57(Skip)
      105    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/re/_parser.py:176(append)
        6    0.000    0.000    0.000    0.000 {built-in method posix.scandir}
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/multiprocessing/synchronize.py:121(_make_name)
       26    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:445(cb)
        7    0.000    0.000    0.000    0.000 {built-in method now}
       20    0.000    0.000    0.000    0.000 <frozen posixpath>:408(normpath)
        8    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/tqdm/std.py:186(__format__)
       51    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/contextlib.py:359(__exit__)
       13    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
      145    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/re/_parser.py:240(__next)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/GifImagePlugin.py:48(LoadingStrategy)
       13    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/tqdm/std.py:106(release)
       26    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1128(find_spec)
       26    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/_distutils_hack/__init__.py:82(find_spec)
        6    0.000    0.000    0.000    0.000 <frozen genericpath>:27(isfile)
       18    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/Image.py:835(load)
      104    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1226(__exit__)
       31    0.000    0.000    0.000    0.000 {built-in method posix.close}
       36    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/ImageFile.py:572(_safe_read)
        6    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.jpeg_encoder}
      104    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1222(__enter__)
      194    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:491(_verbose_message)
       92    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
      108    0.000    0.000    0.000    0.000 {built-in method _struct.unpack_from}
       78    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       48    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/psutil/_pslinux.py:1968(<genexpr>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1644(_fill_cache)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/PngImagePlugin.py:99(Disposal)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/GimpGradientFile.py:1(<module>)
       12    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/threading.py:277(__init__)
        7    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/psutil/_common.py:862(get_procfs_path)
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/Image.py:1321(getbands)
       29    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/threading.py:314(_is_owned)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       36    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:82(remove)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1456(_path_hooks)
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/tempfile.py:471(__del__)
       12    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/selectors.py:202(__exit__)
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/concurrent/futures/_base.py:428(result)
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/_binary.py:60(i32le)
      249    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/enum.py:967(_get_mixins_)
       36    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:79(__init__)
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/tqdm/std.py:110(__enter__)
       24    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
       26    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(__init__)
       45    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/glob.py:31(iglob)
        8    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/tqdm/std.py:153(__init__)
        6    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.jpeg_decoder}
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/concurrent/futures/_base.py:328(__init__)
        4    0.000    0.000    0.000    0.000 <frozen os>:779(getenv)
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:185(_path_abspath)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/logging/__init__.py:2149(getLogger)
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/tqdm/std.py:113(__exit__)
       23    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/concurrent/futures/_base.py:497(set_running_or_notify_cancel)
        6    0.000    0.000    0.000    0.000 <frozen posixpath>:169(basename)
        8    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/_weakrefset.py:85(add)
       26    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:982(find_spec)
       12    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BufferedRandom' objects}
      166    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
       36    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/JpegImagePlugin.py:497(_getmp)
       23    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:643(_check_name_wrapper)
        4    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
       10    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/_weakrefset.py:53(_commit_removals)
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/tempfile.py:85(_infer_return_type)
        3    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/threading.py:1043(_set_tstate_lock)
       58    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/tqdm/std.py:679(_get_free_pos)
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/selectors.py:268(close)
       23    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/PngImagePlugin.py:120(Blend)
      166    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
       12    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/tempfile.py:446(cleanup)
       17    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/threading.py:311(_acquire_restore)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/logging/__init__.py:1377(getLogger)
       38    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/multiprocessing/__init__.py:23(<genexpr>)
       58    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        6    0.000    0.000    0.000    0.000 <frozen genericpath>:133(_splitext)
       18    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
      104    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/tempfile.py:156(_candidate_tempdir_list)
        4    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
       12    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedWriter' objects}
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/re/_parser.py:893(_parse_flags)
        2    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/functools.py:479(lru_cache)
        8    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/re/_parser.py:231(__init__)
       75    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/PaletteFile.py:1(<module>)
       45    0.000    0.000    0.000    0.000 {built-in method builtins.min}
    88/34    0.993    0.011    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
       23    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/enum.py:1008(_find_data_type_)
       14    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/enum.py:850(__setattr__)
       24    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.RLock' objects}
       40    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
       42    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/re/_parser.py:256(match)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/ImageSequence.py:1(<module>)
       12    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/threading.py:124(RLock)
       23    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/tqdm/utils.py:213(__init__)
       18    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/contextlib.py:477(_exit_wrapper)
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/selectors.py:209(__init__)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/typing.py:1966(__init_subclass__)
       18    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/enum.py:79(_is_private)
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/re/_compiler.py:407(_generate_overlap_table)
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/concurrent/futures/thread.py:126(__init__)
        6    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
       18    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/contextlib.py:548(_push_exit_callback)
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/subprocess.py:1120(__del__)
       48    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       24    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.BufferedReader' objects}
       23    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/enum.py:785(__delattr__)
        2    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/weakref.py:369(remove)
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/pytesseract/pytesseract.py:205(subprocess_args)
       70    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/GimpPaletteFile.py:1(<module>)
       14    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/Image.py:3506(register_extension)
       18    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/selectors.py:66(__len__)
        2    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/threading.py:1079(_stop)
       69    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/threading.py:627(clear)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1685(path_hook_for_FileFinder)
       12    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        5    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/threading.py:588(__init__)
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/Image.py:3204(_decompression_bomb_check)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:823(items)
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/JpegImagePlugin.py:522(_getmp)
       26    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
       35    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
       18    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/threading.py:515(release)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/_weakrefset.py:110(remove)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/concurrent/futures/_base.py:155(_create_and_install_waiters)
       10    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/re/_parser.py:372(_escape)
       54    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/subprocess.py:1961(_handle_exitstatus)
       26    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
       41    0.000    0.000    0.000    0.000 {built-in method time.time}
       10    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/_weakrefset.py:21(__enter__)
       28    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/re/_parser.py:293(tell)
        8    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/re/_compiler.py:398(_simple)
       16    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/enum.py:1129(__new__)
       38    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/re/_parser.py:164(__len__)
       69    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        8    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        3    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/enum.py:1035(_find_new_)
       82    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        7    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        5    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/re/_compiler.py:243(_optimize_charset)
       44    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       18    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/contextlib.py:475(_create_cb_wrapper)
        3    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/Image.py:3517(register_extensions)
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/tempfile.py:483(__init__)
        2    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/functools.py:35(update_wrapper)
       12    0.000    0.000    0.000    0.000 {method 'rfind' of 'bytes' objects}
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/Image.py:3448(register_open)
       64    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
        8    0.000    0.000    0.000    0.000 {method 'get_nowait' of '_queue.SimpleQueue' objects}
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/typing.py:1841(__init__)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/multiprocessing/process.py:71(BaseProcess)
        6    0.000    0.000    0.000    0.000 {method 'setimage' of 'ImagingDecoder' objects}
       42    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        4    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/threading.py:855(_maintain_shutdown_locks)
        1    0.000    0.000    0.000    0.000 {built-in method posix.write}
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/multiprocessing/context.py:30(BaseContext)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/JpegPresets.py:1(<module>)
       36    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
       20    0.000    0.000    0.000    0.000 {built-in method posix._path_normpath}
